t1_result,t2_result,t1p1_champion,t1p1_class,t1p2_champion,t1p2_class,t1p3_champion,t1p3_class,t1p4_champion,t1p4_class,t1p5_champion,t1p5_class,t2p1_champion,t2p1_class,t2p2_champion,t2p2_class,t2p3_champion,t2p3_class,t2p4_champion,t2p4_class,t2p5_champion,t2p5_class,t1_totalgold,t2_totalgold,t1_barons,t2_barons,t1_dragons,t2_dragons,t1_heralds,t2_heralds,t1_towers,t2_towers,t1_inhibitors,t2_inhibitors,t1_kills,t2_kills,t1_totalcs,t2_totalcs
1,0,Aatrox,Warrior,Poppy,Tank-Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,Yone,Warrior,Rell,Tank-Support,Akali,Assassin,Kalista,Marksman,Renata Glasc,Support,53658,41852,1,0,1,2,0,0,7,7,1,1,23,7,889,815
1,0,K'Sante,Tank-Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Kalista,Marksman,Neeko,Mage,Gwen,Warrior,Sejuani,Tank,Azir,Mage,Xayah,Marksman,Rakan,Support,52689,41931,1,0,1,2,1,0,9,9,1,1,10,9,961,828
1,0,K'Sante,Tank-Warrior,Sejuani,Tank,Azir,Mage,Tristana,Marksman,Milio,Support,Jax,Warrior,Maokai,Tank,Corki,Marksman,Nilah,Marksman-Warrior,Rakan,Support,54249,41970,1,0,3,1,0,0,10,10,2,2,15,1,957,875
1,0,Poppy,Tank-Warrior,Vi,Warrior,Corki,Marksman,Varus,Marksman,Ashe,Marksman,Jax,Warrior,Graves,Marksman,Azir,Mage,Rammus,Tank,Yuumi,Support,57356,41976,1,0,4,0,0,0,10,10,2,2,17,2,942,859
1,0,Rumble,Mage-Warrior,Nocturne,Assassin,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,Ornn,Warrior,Maokai,Tank,Azir,Mage,Aphelios,Marksman,Milio,Support,54193,41993,1,0,1,2,1,0,10,10,2,2,16,6,911,857
1,0,K'Sante,Tank-Warrior,Viego,Warrior,Akali,Assassin,Aphelios,Marksman,Blitzcrank,Support,Aatrox,Warrior,Vi,Warrior,Twisted Fate,Mage-Assassin,Lucian,Marksman,Milio,Support,53135,42002,1,0,3,1,1,0,11,11,3,3,20,5,786,820
1,0,K'Sante,Tank-Warrior,Bel'Veth,Warrior,Corki,Marksman,Varus,Marksman,Rell,Tank-Support,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Kalista,Marksman,Caitlyn,Marksman,57191,42031,1,0,2,1,0,0,10,10,2,2,20,6,963,823
1,0,K'Sante,Tank-Warrior,Poppy,Tank-Warrior,Azir,Mage,Ashe,Marksman,Rakan,Support,Garen,Tank-Warrior,Xin Zhao,Warrior,Corki,Marksman,Seraphine,Mage-Support,Nautilus,Tank-Support,53110,42036,1,0,0,2,1,0,10,10,2,2,20,10,812,780
1,0,Akali,Assassin,Xin Zhao,Warrior,Karma,Mage-Support,Varus,Marksman,Pyke,Support,Yasuo,Warrior,Jax,Warrior,Galio,Mage,Twitch,Marksman,Ashe,Marksman,55514,42125,1,0,3,1,1,0,9,9,1,1,20,6,905,782
1,0,Aatrox,Warrior,Jax,Warrior,LeBlanc,Mage-Assassin,Kai'Sa,Marksman,Rell,Tank-Support,Gwen,Warrior,Maokai,Tank,Azir,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,56851,42133,1,0,4,0,0,0,10,10,2,2,20,6,998,787
1,0,K'Sante,Tank-Warrior,Ivern,Mage,Tristana,Marksman,Xayah,Marksman,Nautilus,Tank-Support,Zac,Tank-Warrior,Nocturne,Assassin,Orianna,Mage,Smolder,Marksman,Leona,Tank,54392,42197,1,0,4,0,1,0,9,9,2,2,14,4,984,891
1,0,K'Sante,Tank-Warrior,Poppy,Tank-Warrior,Azir,Mage,Ezreal,Mage-Marksman,Karma,Mage-Support,Gnar,Warrior,Rell,Tank-Support,Zoe,Mage,Varus,Marksman,Rakan,Support,54876,42272,1,0,2,1,0,1,10,10,2,2,16,10,914,745
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Aphelios,Marksman,Bard,Support,Udyr,Warrior,Rell,Tank-Support,Corki,Marksman,Varus,Marksman,Rakan,Support,56694,42737,1,0,3,1,1,0,10,1,2,0,14,4,1025,910
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Ezreal,Mage-Marksman,Bard,Support,Rumble,Mage-Warrior,Xin Zhao,Warrior,Taliyah,Mage,Xayah,Marksman,Rakan,Support,53401,42892,1,0,3,1,1,0,9,9,2,2,12,5,945,894
1,0,Udyr,Warrior,Viego,Warrior,Karma,Mage-Support,Jhin,Marksman,Maokai,Tank,K'Sante,Tank-Warrior,Vi,Warrior,Taliyah,Mage,Ezreal,Mage-Marksman,Rakan,Support,53232,42900,1,0,4,0,1,0,7,7,1,1,15,7,979,854
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Akali,Assassin,Xayah,Marksman,Ashe,Marksman,Gwen,Warrior,Vi,Warrior,Kassadin,Mage-Assassin,Jhin,Marksman,Nautilus,Tank-Support,56252,42975,1,0,4,0,1,0,10,10,2,2,20,7,963,879
1,0,K'Sante,Tank-Warrior,Lillia,Mage,Hwei,Mage,Kalista,Marksman,Renata Glasc,Support,Gwen,Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,51044,42984,1,0,3,0,0,1,9,9,2,2,17,7,862,758
1,0,Aatrox,Warrior,Sejuani,Tank,Akali,Assassin,Kalista,Marksman,Renata Glasc,Support,Udyr,Warrior,Maokai,Tank,Tristana,Marksman,Senna,Marksman-Support,Tahm Kench,Tank-Support,48942,43012,1,0,1,3,0,0,7,7,1,1,9,7,903,890
1,0,Aatrox,Warrior,Poppy,Tank-Warrior,Sylas,Mage-Warrior,Lucian,Marksman,Milio,Support,Udyr,Warrior,Vi,Warrior,Ahri,Mage,Varus,Marksman,Nautilus,Tank-Support,55907,43195,1,0,3,1,0,0,9,9,1,1,22,8,886,841
1,0,Rumble,Mage-Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Jinx,Marksman,Tahm Kench,Tank-Support,Aatrox,Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Xayah,Marksman,Rakan,Support,56755,43497,1,0,4,0,1,0,8,8,1,1,19,3,1027,924
1,0,K'Sante,Tank-Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Lucian,Marksman,Nami,Support,Jax,Warrior,Maokai,Tank,Akali,Assassin,Aphelios,Marksman,Milio,Support,56857,43604,1,0,4,0,1,0,10,10,2,2,16,5,963,853
1,0,Gnar,Warrior,Sejuani,Tank,Karma,Mage-Support,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Rell,Tank-Support,Vel'Koz,,Ezreal,Mage-Marksman,Blitzcrank,Support,58627,43673,1,0,3,1,1,0,10,10,1,1,26,10,873,748
1,0,Akali,Assassin,Sejuani,Tank,Tristana,Marksman,Senna,Marksman-Support,Braum,Tank-Support,Rumble,Mage-Warrior,Rell,Tank-Support,Jayce,Warrior,Jhin,Marksman,Nautilus,Tank-Support,56669,43687,1,0,2,2,1,0,9,9,2,2,22,7,896,825
1,0,Aatrox,Warrior,Xin Zhao,Warrior,Akali,Assassin,Lucian,Marksman,Nami,Support,Ornn,Warrior,Maokai,Tank,Azir,Mage,Aphelios,Marksman,Milio,Support,57516,43834,1,0,4,0,1,0,9,9,1,1,20,8,956,802
1,0,Udyr,Warrior,Sejuani,Tank,Taliyah,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,Rumble,Mage-Warrior,Jarvan IV,Tank-Warrior,Akali,Assassin,Samira,Marksman,Rakan,Support,61811,43887,1,0,4,0,0,0,10,10,1,1,33,8,843,760
1,0,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,Yone,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,57259,43904,1,0,3,0,1,0,11,11,3,3,20,6,927,812
1,0,Jax,Warrior,Jarvan IV,Tank-Warrior,Akali,Assassin,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Rell,Tank-Support,Tristana,Marksman,Senna,Marksman-Support,Tahm Kench,Tank-Support,58895,43967,1,0,4,0,1,0,8,8,1,1,21,5,989,870
1,0,K'Sante,Tank-Warrior,Lillia,Mage,Tristana,Marksman,Varus,Marksman,Nautilus,Tank-Support,Poppy,Tank-Warrior,Xin Zhao,Warrior,Azir,Mage,Jhin,Marksman,Braum,Tank-Support,59768,44095,2,0,4,0,1,0,11,0,3,0,16,8,1007,855
1,0,Zac,Tank-Warrior,Xin Zhao,Warrior,Karma,Mage-Support,Ezreal,Mage-Marksman,Ashe,Marksman,Gnar,Warrior,Rell,Tank-Support,Azir,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,49397,44156,1,0,4,0,1,0,8,8,1,1,11,7,878,871
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Neeko,Mage,Heimerdinger,Mage,Nautilus,Tank-Support,Mordekaiser,Warrior,Nocturne,Assassin,Akali,Assassin,Kalista,Marksman,Rakan,Support,56190,44172,1,0,4,0,1,0,10,10,2,2,24,8,850,792
1,0,Jax,Warrior,Sejuani,Tank,Azir,Mage,Kalista,Marksman,Rell,Tank-Support,K'Sante,Tank-Warrior,Vi,Warrior,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,53942,44176,1,0,3,1,1,0,10,10,2,2,15,7,883,866
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Tristana,Marksman,Jhin,Marksman,Bard,Support,Aatrox,Warrior,Jarvan IV,Tank-Warrior,Taliyah,Mage,Varus,Marksman,Milio,Support,56112,44190,1,0,4,1,1,0,10,10,1,1,11,4,1024,888
1,0,K'Sante,Tank-Warrior,Maokai,Tank,Taliyah,Mage,Lucian,Marksman,Nami,Support,Aatrox,Warrior,Sejuani,Tank,Azir,Mage,Kalista,Marksman,Nautilus,Tank-Support,59347,44243,1,0,1,2,1,0,10,10,2,2,26,6,915,887
1,0,Aatrox,Warrior,Maokai,Tank,Corki,Marksman,Lucian,Marksman,Nami,Support,Fiora,Warrior,Sejuani,Tank,Akali,Assassin,Aphelios,Marksman,Milio,Support,55235,44254,1,0,2,1,0,0,11,11,2,2,16,4,870,901
1,0,Aatrox,Warrior,Sejuani,Tank,Corki,Marksman,Kalista,Marksman,Rell,Tank-Support,Yone,Warrior,Poppy,Tank-Warrior,Azir,Mage,Varus,Marksman,Rakan,Support,51525,44261,1,0,4,0,1,0,7,7,1,1,16,7,908,854
1,0,Sion,Warrior,Rell,Tank-Support,Hwei,Mage,Kalista,Marksman,Ashe,Marksman,Ornn,Warrior,Vi,Warrior,Orianna,Mage,Lucian,Marksman,Milio,Support,58184,44267,1,0,4,0,0,1,9,9,2,2,16,4,989,895
1,0,Ornn,Warrior,Vi,Warrior,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Sylas,Mage-Warrior,Wukong,Warrior,Orianna,Mage,Varus,Marksman,Zyra,Mage-Support,55351,44316,1,0,2,2,1,0,8,2,1,0,24,12,842,792
1,0,Mordekaiser,Warrior,Nocturne,Assassin,Orianna,Mage,Jhin,Marksman,Alistar,Tank-Support,Fiora,Warrior,Maokai,Tank,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,53172,44322,1,0,2,2,1,0,9,9,1,1,16,7,887,856
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Ezreal,Mage-Marksman,Leona,Tank,Aatrox,Warrior,Viego,Warrior,LeBlanc,Mage-Assassin,Karthus,Mage,Nautilus,Tank-Support,56656,44328,1,0,3,1,1,0,11,11,3,3,18,8,970,876
1,0,Aatrox,Warrior,Nocturne,Assassin,Azir,Mage,Kalista,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Vi,Warrior,Orianna,Mage,Aphelios,Marksman,Lulu,Support,58238,44382,2,0,3,1,1,0,11,11,4,4,12,5,1008,893
1,0,Gnar,Warrior,Xin Zhao,Warrior,Azir,Mage,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Sejuani,Tank,Akali,Assassin,Zeri,Marksman,Lulu,Support,53171,44432,1,0,1,3,0,0,10,10,2,2,8,4,995,943
1,0,K'Sante,Tank-Warrior,Brand,Mage,Taliyah,Mage,Kalista,Marksman,Nautilus,Tank-Support,Olaf,Warrior,Ivern,Mage,Azir,Mage,Varus,Marksman,Leona,Tank,51203,44521,1,0,4,0,0,1,8,8,1,1,15,8,895,847
1,0,Udyr,Warrior,Vi,Warrior,Taliyah,Mage,Senna,Marksman-Support,Maokai,Tank,Darius,Tank-Warrior,Sejuani,Tank,Azir,Mage,Aphelios,Marksman,Tahm Kench,Tank-Support,58651,44539,1,0,4,0,1,0,8,8,1,1,23,5,959,889
1,0,Aatrox,Warrior,Jax,Warrior,Akali,Assassin,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Aphelios,Marksman,Alistar,Tank-Support,59145,44588,1,0,4,0,0,0,9,9,1,1,16,2,1082,944
1,0,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Hwei,Mage,Kalista,Marksman,Renata Glasc,Support,Udyr,Warrior,Maokai,Tank,Tristana,Marksman,Varus,Marksman,Ashe,Marksman,55691,44589,1,0,1,3,1,0,11,11,3,3,10,3,1020,938
1,0,Aatrox,Warrior,Rell,Tank-Support,Twisted Fate,Mage-Assassin,Lucian,Marksman,Milio,Support,Akali,Assassin,Poppy,Tank-Warrior,Hwei,Mage,Kalista,Marksman,Renata Glasc,Support,53564,44665,1,0,1,3,0,1,11,11,3,3,14,9,866,810
1,0,Gragas,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Varus,Marksman,Alistar,Tank-Support,Gwen,Warrior,Rell,Tank-Support,Azir,Mage,Samira,Marksman,Nautilus,Tank-Support,55589,44759,1,0,2,1,1,0,9,9,2,2,19,8,917,865
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Tristana,Marksman,Lucian,Marksman,Nami,Support,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Aphelios,Marksman,Milio,Support,59395,44767,1,0,4,0,0,0,9,9,1,1,14,3,1041,931
1,0,Olaf,Warrior,Maokai,Tank,Corki,Marksman,Jinx,Marksman,Milio,Support,K'Sante,Tank-Warrior,Vi,Warrior,Kassadin,Mage-Assassin,Aphelios,Marksman,Lulu,Support,50406,44824,1,0,3,1,1,0,8,8,1,1,9,8,935,894
1,0,K'Sante,Tank-Warrior,Maokai,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,Jax,Warrior,Xin Zhao,Warrior,Corki,Marksman,Swain,Mage,Pyke,Support,54667,45029,1,0,4,0,0,0,10,10,2,2,21,8,878,833
1,0,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Cassiopeia,Mage,Lucian,Marksman,Nami,Support,Gwen,Warrior,Amumu,Tank,Tristana,Marksman,Draven,Marksman,Milio,Support,55638,45042,1,0,2,2,1,0,10,3,2,0,15,3,943,938
1,0,Gnar,Warrior,Rell,Tank-Support,Galio,Mage,Aphelios,Marksman,Milio,Support,Aatrox,Warrior,Vi,Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,54288,45106,1,0,3,1,1,0,10,10,2,2,9,3,955,989
1,0,Aatrox,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Jinx,Marksman,Tahm Kench,Tank-Support,K'Sante,Tank-Warrior,Nautilus,Tank-Support,Syndra,Mage,Aphelios,Marksman,Braum,Tank-Support,55977,45154,0,1,2,0,1,0,9,9,2,2,24,12,886,726
1,0,Udyr,Warrior,Nocturne,Assassin,Orianna,Mage,Zeri,Marksman,Lulu,Support,Kayle,Mage,Maokai,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,58212,45196,1,0,2,1,1,0,11,11,2,2,13,6,1033,963
1,0,Rumble,Mage-Warrior,Graves,Marksman,Akali,Assassin,Kalista,Marksman,Renata Glasc,Support,Udyr,Warrior,Rell,Tank-Support,Orianna,Mage,Aphelios,Marksman,Milio,Support,58685,45279,1,0,4,0,1,0,8,8,1,1,14,1,1025,931
1,0,Udyr,Warrior,Nocturne,Assassin,Orianna,Mage,Aphelios,Marksman,Milio,Support,K'Sante,Tank-Warrior,Maokai,Tank,Yone,Warrior,Varus,Marksman,Tahm Kench,Tank-Support,54893,45307,0,0,3,1,1,0,7,7,1,1,12,2,1067,933
1,0,Gnar,Warrior,Maokai,Tank,Hwei,Mage,Varus,Marksman,Neeko,Mage,K'Sante,Tank-Warrior,Vi,Warrior,Orianna,Mage,Twitch,Marksman,Rell,Tank-Support,62204,45374,1,0,1,3,0,1,11,11,3,3,30,10,940,791
1,0,Udyr,Warrior,Lillia,Mage,Sion,Warrior,Varus,Marksman,Milio,Support,Aatrox,Warrior,Maokai,Tank,Vayne,Marksman,Kalista,Marksman,Renata Glasc,Support,53615,45406,1,0,1,3,1,0,8,8,1,1,20,6,862,888
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Xayah,Marksman,Nautilus,Tank-Support,Udyr,Warrior,Nocturne,Assassin,Orianna,Mage,Varus,Marksman,Rakan,Support,58290,45419,1,0,1,3,1,0,10,10,2,2,17,7,1025,864
1,0,Rumble,Mage-Warrior,Nocturne,Assassin,Orianna,Mage,Varus,Marksman,Maokai,Tank,Kled,Warrior,Rell,Tank-Support,Syndra,Mage,Miss Fortune,Marksman,Brand,Mage,58876,45420,1,0,3,1,1,0,9,9,2,2,22,9,962,813
1,0,Rumble,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Aphelios,Marksman,Milio,Support,Jax,Warrior,Xin Zhao,Warrior,Azir,Mage,Lucian,Marksman,Nami,Support,55524,45434,1,0,3,1,0,0,11,11,3,3,15,3,919,919
1,0,Aatrox,Warrior,Maokai,Tank,Azir,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Aphelios,Marksman,Milio,Support,59459,45464,1,0,4,0,0,0,10,10,2,2,19,3,987,888
1,0,Rumble,Mage-Warrior,Nocturne,Assassin,Azir,Mage,Jhin,Marksman,Rakan,Support,Udyr,Warrior,Maokai,Tank,Corki,Marksman,Varus,Marksman,Soraka,Support,59742,45564,1,0,1,3,1,0,10,10,2,2,19,5,990,959
1,0,Aatrox,Warrior,Sejuani,Tank,Akali,Assassin,Ezreal,Mage-Marksman,Karma,Mage-Support,Jax,Warrior,Rell,Tank-Support,Neeko,Mage,Lucian,Marksman,Milio,Support,59413,45576,1,0,4,0,1,0,10,10,2,2,19,5,1039,920
1,0,Rumble,Mage-Warrior,Vi,Warrior,Viktor,Mage,Jhin,Marksman,Neeko,Mage,Ryze,Mage,Xin Zhao,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Rakan,Support,57572,45642,1,0,4,0,1,0,11,3,3,0,24,9,909,803
1,0,Udyr,Warrior,Xin Zhao,Warrior,Akali,Assassin,Senna,Marksman-Support,Tahm Kench,Tank-Support,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Corki,Marksman,Aphelios,Marksman,Rell,Tank-Support,62011,45675,1,0,3,1,0,0,10,10,2,2,20,5,1022,898
1,0,Poppy,Tank-Warrior,Rell,Tank-Support,Sylas,Mage-Warrior,Lucian,Marksman,Milio,Support,Olaf,Warrior,Xin Zhao,Warrior,Seraphine,Mage-Support,Varus,Marksman,Karma,Mage-Support,52814,45677,1,0,4,0,1,0,7,7,1,1,11,7,902,862
1,0,Gwen,Warrior,Vi,Warrior,Tristana,Marksman,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Brand,Mage,LeBlanc,Mage-Assassin,Aphelios,Marksman,Milio,Support,57685,45719,0,0,2,2,0,1,8,1,1,0,16,4,1038,928
1,0,Aatrox,Warrior,Trundle,Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,Gnar,Warrior,Xin Zhao,Warrior,Akali,Assassin,Jhin,Marksman,Bard,Support,58875,45881,1,0,4,1,1,0,9,2,1,0,21,6,944,902
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Corki,Marksman,Kalista,Marksman,Renata Glasc,Support,Udyr,Warrior,Viego,Warrior,Neeko,Mage,Varus,Marksman,Karma,Mage-Support,55999,45960,1,0,2,2,1,0,8,3,1,0,12,3,1062,979
1,0,Kennen,Mage,Wukong,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Renata Glasc,Support,Sion,Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Kalista,Marksman,Soraka,Support,58067,45985,1,0,3,1,0,0,8,8,1,1,19,6,976,908
1,0,Twisted Fate,Mage-Assassin,Vi,Warrior,Taliyah,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,Gwen,Warrior,Rell,Tank-Support,Akali,Assassin,Varus,Marksman,Sett,Tank-Warrior,58013,46098,1,0,2,2,1,0,9,9,2,2,26,14,845,806
1,0,Rumble,Mage-Warrior,Xin Zhao,Warrior,Neeko,Mage,Xayah,Marksman,Rakan,Support,Aatrox,Warrior,Rell,Tank-Support,Corki,Marksman,Varus,Marksman,Nautilus,Tank-Support,55235,46130,1,0,3,1,1,0,8,8,1,1,19,8,927,847
1,0,Udyr,Warrior,Lee Sin,Warrior-Assassin,Ziggs,Mage,Aphelios,Marksman,Lulu,Support,Gnar,Warrior,Lillia,Mage,Orianna,Mage,Lucian,Marksman,Milio,Support,54566,46235,1,0,3,1,0,1,10,10,1,1,6,1,1036,1044
1,0,Garen,Tank-Warrior,Bel'Veth,Warrior,Hwei,Mage,Ezreal,Mage-Marksman,Maokai,Tank,K'Sante,Tank-Warrior,Lillia,Mage,Tristana,Marksman,Varus,Marksman,Zac,Tank-Warrior,56726,46246,1,0,3,1,1,0,9,9,2,2,11,3,1102,1022
1,0,Aatrox,Warrior,Sejuani,Tank,Corki,Marksman,Jinx,Marksman,Nautilus,Tank-Support,Yone,Warrior,Xin Zhao,Warrior,Tristana,Marksman,Seraphine,Mage-Support,Rell,Tank-Support,58051,46340,1,0,1,4,0,1,9,9,1,1,13,4,1008,1008
1,0,Udyr,Warrior,Wukong,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,Renekton,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Ezreal,Mage-Marksman,Bard,Support,59081,46365,1,0,4,0,1,0,9,1,2,0,18,5,1067,963
1,0,Maokai,Tank,Wukong,Warrior,Sylas,Mage-Warrior,Ezreal,Mage-Marksman,Karma,Mage-Support,Udyr,Warrior,Vi,Warrior,Ahri,Mage,Lucian,Marksman,Milio,Support,55615,46408,1,0,4,0,0,1,9,9,2,2,23,10,831,870
1,0,Jax,Warrior,Xin Zhao,Warrior,Neeko,Mage,Lucian,Marksman,Milio,Support,Aatrox,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Draven,Marksman,Nautilus,Tank-Support,53172,46545,0,0,3,1,0,0,6,3,1,0,13,4,1042,958
1,0,Jayce,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Ashe,Marksman,Leona,Tank,Aatrox,Warrior,Nocturne,Assassin,LeBlanc,Mage-Assassin,Ezreal,Mage-Marksman,Alistar,Tank-Support,54688,46640,1,0,2,1,1,0,9,9,1,1,20,12,870,809
1,0,Rumble,Mage-Warrior,Nocturne,Assassin,Orianna,Mage,Varus,Marksman,Rell,Tank-Support,Ornn,Warrior,Viego,Warrior,Ahri,Mage,Xayah,Marksman,Taric,Tank-Support,61213,46669,1,0,2,2,1,0,9,9,1,1,27,13,927,867
1,0,K'Sante,Tank-Warrior,Ivern,Mage,Azir,Mage,Ashe,Marksman,Maokai,Tank,Gwen,Warrior,Xin Zhao,Warrior,Corki,Marksman,Xayah,Marksman,Rakan,Support,55003,46720,1,0,4,0,1,0,10,10,2,2,11,3,1020,950
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Akali,Assassin,Varus,Marksman,Renata Glasc,Support,Udyr,Warrior,Vi,Warrior,Azir,Mage,Sivir,Marksman,Rakan,Support,53695,46776,0,0,4,0,1,0,8,1,1,0,11,5,1037,1008
1,0,Jax,Warrior,Rell,Tank-Support,Corki,Marksman,Kalista,Marksman,Senna,Marksman-Support,Aatrox,Warrior,Xin Zhao,Warrior,Ziggs,Mage,Draven,Marksman,Renata Glasc,Support,58474,46794,1,0,3,1,0,0,11,11,3,3,16,12,940,828
1,0,Aatrox,Warrior,Maokai,Tank,Twisted Fate,Mage-Assassin,Varus,Marksman,Renata Glasc,Support,Jax,Warrior,Rell,Tank-Support,Corki,Marksman,Ezreal,Mage-Marksman,Bard,Support,58614,46865,1,0,3,1,1,0,11,11,2,2,20,5,964,897
1,0,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Varus,Marksman,Bard,Support,Rumble,Mage-Warrior,Viego,Warrior,Corki,Marksman,Miss Fortune,Marksman,Amumu,Tank,56221,46891,1,0,1,3,1,0,9,9,1,1,20,9,921,939
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Taliyah,Mage,Lucian,Marksman,Milio,Support,Yone,Warrior,Maokai,Tank,Azir,Mage,Aphelios,Marksman,Lulu,Support,61805,46910,1,0,4,0,1,0,11,11,3,3,20,7,1019,921
1,0,Aatrox,Warrior,Vi,Warrior,Orianna,Mage,Lucian,Marksman,Nami,Support,Jax,Warrior,Rell,Tank-Support,Azir,Mage,Aphelios,Marksman,Milio,Support,60182,46933,2,0,3,1,0,1,9,9,1,1,17,6,1023,916
1,0,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Orianna,Mage,Kalista,Marksman,Braum,Tank-Support,Gnar,Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Maokai,Tank,60545,47086,1,0,3,2,1,0,10,10,2,2,17,2,1050,995
1,0,Rumble,Mage-Warrior,Viego,Warrior,Sylas,Mage-Warrior,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Jarvan IV,Tank-Warrior,Galio,Mage,Ashe,Marksman,Heimerdinger,Mage,59993,47185,1,0,2,3,1,0,9,9,1,1,14,9,980,882
1,0,Yone,Warrior,Vi,Warrior,Corki,Marksman,Varus,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Bel'Veth,Warrior,Azir,Mage,Aphelios,Marksman,Nautilus,Tank-Support,57975,47200,0,0,2,2,1,0,8,8,1,1,14,4,1077,995
1,0,Udyr,Warrior,Xin Zhao,Warrior,Viktor,Mage,Lucian,Marksman,Nami,Support,K'Sante,Tank-Warrior,Vi,Warrior,Corki,Marksman,Aphelios,Marksman,Milio,Support,59597,47273,1,0,3,2,0,0,10,10,2,2,16,6,1015,962
1,0,Jax,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Kai'Sa,Marksman,Nautilus,Tank-Support,Udyr,Warrior,Viego,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Alistar,Tank-Support,62475,47294,1,0,4,1,1,0,11,11,2,2,20,2,1088,999
1,0,Rumble,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Kalista,Marksman,Renata Glasc,Support,Ornn,Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Senna,Marksman-Support,Tahm Kench,Tank-Support,57385,47303,1,0,4,0,0,0,9,9,1,1,20,8,951,842
1,0,K'Sante,Tank-Warrior,Ivern,Mage,Azir,Mage,Kalista,Marksman,Rell,Tank-Support,Darius,Tank-Warrior,Sejuani,Tank,Corki,Marksman,Varus,Marksman,Renata Glasc,Support,59842,47573,1,0,3,0,1,0,9,9,2,2,24,9,963,874
